composition,Eg (eV),Classified,Compound,Number of Elements,Elements+Coeff,At no_sum,At no_wt_avg,At no_maximum,At no_minimum,At wt_sum,At wt_wt_avg,At wt_maximum,At wt_minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum
CuCl,3.27,1,CuCl,2,"[['Cu', 1], ['Cl', 1]]",0.123376623,0.248903188,0.275862069,0.296296296,0.193278559,0.307478408,0.232089989,0.57778424,0.098125689,0.277891295,0.274881517,0.26056338,0.112618725,0.385685885,0.295597484,0.510791367,0.357032457,0.613678373,0.802030457,0.437125749,0.25,0.431034483,0.666666667,0.2,0.133333333,0.422523962,0.3,0.5,0.215686275,0.422108408,0.379310345,0.458333333,0.095238095,0.174242424,0.3125,0,0.181818182,0.272727273,0.352941176,0,0.231639274,0.557752073,0.590571429,0.520191361,0.042404282,0.088190268,0.086106709,0.093255334,0.174036583,0.244932245,0.337160212,0.070273469,0.161125267,0.30010689,0.435722321,0.045980225,0.158953674,0.339778224,0.379182492,0.000327811,0.028690052,0.025686579,0.019646783,0.328556807,0.089171425,0.122822908,0.118627827,0.060265167,0.148061326,0.236453718,0.36515998,0.016857907,0.411909209,0.697493077,0.930224591,0
Na2Be4B4O11,7.3,1,Na2Be4B4O11,4,"[['Na', '2'], ['Be', '4'], ['B', '4'], ['O', '11']]",0.064935065,0.032994889,0.068965517,0.055555556,0.146159143,0.143104351,0.05359951,0.463230205,0.332965821,0.126568977,0.488151659,0.042253521,0.355495251,0.193978983,0.509433962,0.251798561,0.42812983,0.427833035,0.593908629,0.137724551,0.3,0.188834154,0.333333333,0,0.222222222,0.157462346,0.1,0.3,0.098039216,0.082738857,0.172413793,0,0,0,0,0,0.303030303,0.29004329,0.294117647,0,0.61367366,0.620693932,0.650380952,0.168988321,0.205537258,0.074537218,0.374009509,0.019270475,0.516733584,0.265895393,0.619726617,0.022187755,0.467297833,0.276191293,0.63129315,0.014673896,0.089921036,0.060000373,0.087086272,0.000145299,0.248895513,0.086936856,0.114830839,0.876151484,0.363739503,0.175264166,0.472978153,0,0.450565712,0.250601955,0.627983748,0.005107411,0.223506388,0.144129988,0.441796726,0.000117874
Ce2S3,1.12,1,Ce2S3,2,"[['Ce', '2'], ['S', '3']]",0.214285714,0.380754607,0.609195402,0.277777778,0.279086483,0.428052652,0.569074884,0.563111299,0.121278942,0.294564773,0.336492891,0.316901408,0.214382632,0.550298211,0.748427673,0.532374101,0.181452859,0.255370713,0.408121827,0.221556886,0.4,0.724137931,0.833333333,0.6,0.244444444,0.631948882,0.8,0.5,0.323529412,0.583098592,0.793103448,0.416666667,0.2,0.292727273,0.65625,0,0.181818182,0.309090909,0.294117647,0.2,0.113201545,0.364442725,0.351028571,0.214014352,0.198847262,0.278326955,0.474379292,0.136269787,0.16536607,0.209907809,0.262217899,0.158514286,0.247601554,0.378699963,0.597100285,0.146624171,0.155241228,0.294097948,0.281967806,0.229095144,0.030553042,0.031618634,0.035747216,0.132036847,0.033616554,0.044791228,0.046569567,0.030333467,0.173272991,0.222140811,0.428643982,0.016133207,0.011480289,0.015674593,0.025470118,0.001307411
RhP2,1,1,RhP2,2,"[['Rh', 1], ['P', '2']]",0.168831169,0.275811641,0.459770115,0.259259259,0.234176817,0.332969883,0.405313578,0.558379158,0.149944873,0.3318349,0.407582938,0.394366197,0.132971506,0.395626243,0.358490566,0.54676259,0.128284389,0.167488191,0.228426396,0.22754491,0.45,0.747126437,0.833333333,0.8,0.177777778,0.477635783,0.5,0.5,0.254901961,0.441741357,0.586206897,0.375,0.171428571,0.209090909,0.5625,0,0.121212121,0.242424242,0.235294118,0,0.164785781,0.471318469,0.362571429,0.484451949,0.057842734,0.094532531,0.099313259,0.17928424,0.294744378,0.309114779,0.564367091,0.129489796,0.253443268,0.332103832,0.643805394,0.112004137,0.259683976,0.410271823,0.536986797,0.213993135,0.036514611,0.039625759,0.040286545,0.181166837,0.127276763,0.115896704,0.202568034,0.008437123,0.248328291,0.264609154,0.612747588,0.020619446,0.154668239,0.174842289,0.348762847,0.00151409
Ga0.99As0.99Zn0.01Se0.01,1.39,1,Ga0.99As0.99Zn0.01Se0.01,4,"[['Ga', '0.99'], ['As', '0.99'], ['Zn', '0.01'], ['Se', '0.01']]",0.38961039,0.369991226,0.333333333,0.537037037,0.416053093,0.41418961,0.299927955,0.707488147,0.3969129,0.341520229,0.260663507,0.429577465,0.450474898,0.406590457,0.232704403,0.633093525,0.341576507,0.235376874,0.258883249,0.299401198,0.7,0.517241379,0.833333333,0.2,0.555555556,0.587859425,0.4,0.7,0.539215686,0.520273154,0.517241379,0.5,0.380952381,0.348484848,0.3125,0.5,0.424242424,0.272727273,0.294117647,0.2,0.579186549,0.31661573,0.300952381,0.285774588,0.125154385,0.113154729,0.088748019,0.191328286,0.168830265,0.041221783,0.165157645,0,0.299433014,0.30360891,0.326319692,0.18177021,0.42958585,0.44622897,0.29688913,0.524462335,0.057752701,0.018663819,0.013263352,0.264073695,0.273285568,0.257759213,0.259486393,0.104057855,0.210724365,0.218462177,0.309294058,0.044085929,0.205425803,0.138394732,0.278987438,0.003407536
Cd3As2,0.64,1,Cd3As2,2,"[['Cd', '3'], ['As', '2']]",0.237012987,0.504533489,0.494252874,0.592592593,0.296852069,0.53152889,0.44714787,0.748783938,0.154355017,0.425991009,0.3507109,0.507042254,0.151967436,0.487077535,0.371069182,0.633093525,0.204018547,0.356130622,0.375634518,0.347305389,0.25,0.379310345,0.666666667,0.2,0.244444444,0.720127796,0.6,0.7,0.31372549,0.63021767,0.586206897,0.625,0.285714286,0.557575758,0.625,0.5,0.151515152,0.2,0.235294118,0.2,0.185740615,0.45579584,0.300952381,0.692275222,0.050020585,0.105904866,0.067617538,0.217136958,0.06368127,0.10834534,0.139666394,0,0.087153179,0.18267471,0.105878847,0.18177021,0.260138816,0.572558793,0.362090794,0.669628929,0.01250865,0.011735902,0.009007731,0.170931423,0.197629823,0.228857762,0.259486393,0.118320611,0.057705118,0.109169642,0.111325546,0.055215253,0.150305585,0.270559388,0.22316711,0.333293775
CuI,2.8,1,CuI,2,"[['Cu', 1], ['I', 1]]",0.24025974,0.491079263,0.551724138,0.518518519,0.300507855,0.521288637,0.510934526,0.699498983,0.137816979,0.366162648,0.274881517,0.514084507,0.162822252,0.496023857,0.339622642,0.726618705,0.417310665,0.723813925,1,0.437125749,0.35,0.603448276,1,0.2,0.222222222,0.642971246,0.6,0.6,0.333333333,0.657703799,0.75862069,0.5,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.352941176,0,0.135221793,0.360761861,0.226857143,0.520191361,0.063400576,0.121651176,0.086106709,0.268754301,0.238983459,0.337014413,0.337160212,0.295020408,0.227112343,0.407716082,0.435722321,0.265233013,0.277157431,0.585712933,0.379182492,0.730505242,0.026081865,0.023574146,0.01617136,0.328556807,0.117596281,0.159664985,0.118627827,0.15287264,0.153492156,0.244734424,0.36515998,0.035285998,0.412362468,0.698260588,0.930224591,0.002934174
Sb2Se3,1.3,1,Sb2Se3,2,"[['Sb', '2'], ['Se', '3']]",0.25,0.488388418,0.528735632,0.611111111,0.312545596,0.525279832,0.488280193,0.766280424,0.111356119,0.292603188,0.218009479,0.429577465,0.146540027,0.448906561,0.339622642,0.64028777,0.159196291,0.237523105,0.269035533,0.299401198,0.45,0.793103448,0.833333333,0.8,0.244444444,0.676038339,0.6,0.7,0.352941176,0.677336748,0.689655172,0.666666667,0.285714286,0.487878788,0.625,0.5,0.272727273,0.418181818,0.294117647,0.8,0.175616653,0.454351555,0.295142857,0.644435064,0.045903664,0.087534172,0.064976228,0.191328286,0.157997726,0.20834922,0.219764386,0.2,0.147009132,0.257378953,0.264530832,0.197117275,0.20142649,0.410766023,0.278079219,0.524462335,0.010911801,0.012270477,0.008511242,0.147389969,0.144726295,0.171732563,0.184074358,0.104057855,0.037603926,0.061674982,0.06932453,0.044085929,0.0251934,0.034470852,0.055706128,0.003407536
Ce2Ge2Se7,1.1,1,Ce2Ge2Se7,3,"[['Ce', '2'], ['Ge', '2'], ['Se', '7']]",0.376623377,0.450716584,0.609195402,0.574074074,0.419207661,0.491827165,0.569074884,0.738768931,0.276736494,0.302411116,0.336492891,0.429577465,0.397557666,0.494668354,0.748427673,0.64028777,0.283462133,0.236701581,0.408121827,0.299401198,0.6,0.736677116,0.833333333,0.6,0.466666667,0.668022074,0.8,0.7,0.519607843,0.641640476,0.793103448,0.583333333,0.39047619,0.418181818,0.65625,0.5,0.303030303,0.355371901,0.294117647,0.2,0.290792497,0.387565547,0.295142857,0.214014352,0.247632771,0.175331776,0.474379292,0.191328286,0.320428017,0.232092434,0.299727859,0.2,0.460525252,0.364351226,0.597100285,0.197117275,0.303936165,0.386164025,0.281967806,0.524462335,0.027199659,0.014179897,0.008511242,0.132036847,0.252506443,0.15644648,0.298869299,0.104057855,0.351351351,0.214432451,0.428643982,0.044085929,0.073598674,0.046078561,0.139436619,0.003407536
ZnAs2,0.91,1,ZnAs2,2,"[['Zn', 1], ['As', '2']]",0.178571429,0.369991226,0.32183908,0.537037037,0.241718869,0.41149428,0.282154663,0.707488147,0.133406836,0.333469555,0.260663507,0.507042254,0.122116689,0.403578529,0.232704403,0.633093525,0.168469861,0.254090505,0.258883249,0.347305389,0.25,0.517241379,0.666666667,0.2,0.2,0.587859425,0.4,0.7,0.254901961,0.520273154,0.482758621,0.5,0.19047619,0.348484848,0.3125,0.5,0.151515152,0.272727273,0.235294118,0.2,0.195511121,0.490919485,0.300952381,0.746728577,0.042815974,0.083378896,0.049128368,0.217136958,0.075304075,0.066329441,0.165157645,0,0.096264444,0.184050479,0.132048246,0.18177021,0.232810483,0.475306481,0.29688913,0.669628929,0.02091872,0.018530175,0.013263352,0.271238485,0.205398873,0.327678709,0.259486393,0.143631981,0.067326028,0.090983101,0.135347892,0.055215253,0.175023171,0.255677709,0.278987438,0.333293775
NaBiS2,0.38,1,NaBiS2,3,"[['Na', 1], ['Bi', 1], ['S', '2']]",0.331168831,0.363264112,0.896551724,0.185185185,0.386788736,0.422160696,0.872155627,0.523788356,0.314222712,0.350224765,0.488151659,0.316901408,0.363636364,0.469184891,0.509433962,0.532374101,0.338485317,0.29033169,0.406091371,0.221556886,0.5,0.603448276,0.833333333,0,0.355555556,0.505191693,0.8,0.4,0.411764706,0.49082373,0.896551724,0.25,0.285714286,0.261363636,0.9375,0,0.303030303,0.318181818,0.294117647,0,0.282683229,0.352782184,0.351028571,0.168988321,0.211198024,0.183324221,0.374009509,0.136269787,0.147383395,0.130590016,0.126817293,0.151408163,0.20100439,0.210028329,0.253445183,0.146624171,0.231066928,0.277462062,0.418972689,0.113664288,0.092297866,0.048061119,0.0729839,0.060388946,0.082882194,0.060766784,0.098217708,0.030333467,0.126338003,0.103427422,0.187404774,0.016133207,0.008441159,0.007274961,0.018492577,0.000268016
ZnO,3.46,1,ZnO,2,"[['Zn', 1], ['O', 1]]",0.097402597,0.195086283,0.287356322,0.12962963,0.172631252,0.266308637,0.240205547,0.493502457,0.060639471,0.194523907,0.260663507,0.042253521,0.050203528,0.248508946,0.232704403,0.251798561,0.295208655,0.500718833,0.593908629,0.443113772,0.1,0.172413793,0.166666667,0.2,0.111111111,0.367412141,0.4,0.3,0.147058824,0.284677764,0.379310345,0.166666667,0.095238095,0.174242424,0.3125,0,0.181818182,0.272727273,0.294117647,0.2,0.288141584,0.673191742,0.650380952,0.746728577,0.019143681,0.051120831,0.049128368,0.019270475,0.081715844,0.114039207,0.165157645,0.022187755,0.045974561,0.112323538,0.132048246,0.014673896,0.124432058,0.267952557,0.29688913,0.000145299,0.052376643,0.044870914,0.050925598,0.332650972,0.035836283,0.053694064,0.06448831,0,0.05255905,0.090835785,0.135347892,0.005107411,0.123555574,0.209218816,0.278987438,0.000117874
Hg0.25Zn0.75Te,1.37,1,Hg0.25Zn0.75Te,3,"[['Hg', '0.25'], ['Zn', '0.75'], ['Te', 1]]",0.5,0.575168178,0.862068966,0.537037037,0.538681883,0.606248865,0.835229091,0.707488147,0.331863286,0.396199428,0.398104265,0.570422535,0.327001357,0.470675944,0.333333333,0.654676259,0.386398764,0.399055247,0.401015228,0.443113772,0.4,0.517241379,0.833333333,0.2,0.511111111,0.753194888,0.8,0.7,0.558823529,0.696969697,0.793103448,0.5,0.571428571,0.609848485,0.9375,0.5,0.242424242,0.272727273,0.294117647,0.2,0.465247797,0.528582666,0.359428571,0.746728577,0.086043639,0.099917988,0.049128368,0.260151411,0.148561716,0.150464115,0.165157645,0.095628571,0.10905818,0.135916716,0.132048246,0.091872153,0.469422296,0.515180954,0.588307108,0.545534905,0.02155746,0.011233661,0.013263352,0.07778915,0.156873143,0.181762239,0.161556152,0.042788268,0.105336757,0.113817072,0.135347892,0.082046415,0.135166063,0.165704589,0.278987438,0.01994185
As2Te3,1.75,1,As2Te3,2,"[['As', '2'], ['Te', '3']]",0.25,0.536823633,0.540229885,0.592592593,0.31466152,0.574142349,0.513995596,0.748783938,0.112458655,0.314180629,0.170616114,0.507042254,0.143826323,0.465606362,0.333333333,0.633093525,0.204018547,0.356130622,0.375634518,0.347305389,0.45,0.793103448,0.833333333,0.8,0.244444444,0.720127796,0.6,0.7,0.352941176,0.724455826,0.724137931,0.625,0.285714286,0.557575758,0.625,0.5,0.272727273,0.418181818,0.294117647,0.8,0.221262844,0.54288625,0.359428571,0.803855354,0.040757513,0.088190268,0.043845747,0.217136958,0.039211338,0.066712956,0.085998696,0,0.050289884,0.110536414,0.077710396,0.091872153,0.186568367,0.388874001,0.234490866,0.545534905,0.010965029,0.010235644,0.009007731,0.141248721,0.267859565,0.338089327,0.259486393,0.34712736,0.031222191,0.060713552,0.045200609,0.055215253,0.054524936,0.07593493,0.11617815,0.01994185
Eu7Ga6Sb8,0.6,1,Eu7Ga6Sb8,3,"[['Eu', '7'], ['Ga', '6'], ['Sb', '8']]",0.444805195,0.602557139,0.666666667,0.555555556,0.479897446,0.622916043,0.621227465,0.72626095,0.402425579,0.545274097,0.682464455,0.64084507,0.417910448,0.605225788,0.710691824,0.654676259,0.324111283,0.338245362,0.363959391,0.371257485,0.45,0.476190476,0.666666667,0.4,0.511111111,0.818804199,0.8,0.7,0.558823529,0.744649716,0.793103448,0.541666667,0.476190476,0.597402597,0.625,0.5,0.242424242,0.220779221,0.235294118,0.2,0.222297963,0.214274968,0.193047619,0.24102997,0.267188143,0.288643287,0.440042261,0.354783207,0.26555998,0.255731597,0.27023727,0.123644898,0.337333348,0.381915504,0.326319692,0.355843763,0.328061663,0.459996035,0.278079219,0.615659735,0.023260765,0.0096945,0.012057593,0.121801433,0.203364122,0.189070907,0.184074358,0.108276416,0.24399583,0.2398394,0.309294058,0.114830472,0.068943529,0.076964689,0.067335363,0.093279535
ZnS,3.74,1,ZnS,2,"[['Zn', 1], ['S', 1]]",0.123376623,0.248903188,0.287356322,0.277777778,0.191469708,0.303871643,0.240205547,0.563111299,0.103638368,0.290151206,0.260663507,0.316901408,0.10312076,0.364811133,0.232704403,0.532374101,0.136012365,0.209848018,0.258883249,0.221556886,0.3,0.517241379,0.833333333,0.2,0.155555556,0.477635783,0.4,0.5,0.205882353,0.402475459,0.379310345,0.416666667,0.095238095,0.174242424,0.3125,0,0.181818182,0.272727273,0.294117647,0.2,0.208785882,0.511060389,0.351028571,0.746728577,0.03314121,0.073428103,0.049128368,0.136269787,0.121111185,0.169894217,0.165157645,0.158514286,0.085686771,0.177084687,0.132048246,0.146624171,0.161495285,0.345066298,0.29688913,0.229095144,0.040985788,0.035645189,0.035747216,0.332650972,0.04514681,0.065761643,0.06448831,0.030333467,0.055808395,0.095790253,0.135347892,0.016133207,0.123739328,0.209529971,0.278987438,0.001307411
SmBiW2O9,3.39,1,SmBiW2O9,4,"[['Sm', 1], ['Bi', 1], ['W', '2'], ['O', '9']]",0.711038961,0.31720926,0.896551724,0.12962963,0.732851407,0.389315297,0.872155627,0.493502457,0.53693495,0.180943699,0.71563981,0.042253521,0.57394844,0.267777948,0.710691824,0.251798561,0.584853168,0.584308893,0.593908629,0.371257485,0.7,0.331564987,0.833333333,0.2,0.733333333,0.418284591,0.8,0.3,0.764705882,0.378311829,0.896551724,0.166666667,0.704761905,0.262703963,0.9375,0,0.393939394,0.363636364,0.294117647,0.2,0.568355677,0.687432237,0.650380952,0.235401717,0.307328119,0.090360432,0.458531432,0.019270475,0.656969201,0.239657407,0.93791455,0.022187755,0.595181406,0.244547666,0.995638433,0.014673896,0.685136671,0.327944071,0.850786761,0.000145299,0.055676798,0.047242012,0.050925598,0.060388946,0.325757482,0.105376251,0.329244921,0,0.569199868,0.230401239,1,0.005107411,0.196678434,0.096819154,0.395279787,0.000117874
CrSi2,1.3,1,CrSi2,2,"[['Cr', 1], ['Si', '2']]",0.097402597,0.172662572,0.218390805,0.240740741,0.171097826,0.24461708,0.181258167,0.545865709,0.156560088,0.362893339,0.374407583,0.485915493,0.134328358,0.4055666,0.339622642,0.575539568,0.106646059,0.144896283,0.147208122,0.239520958,0.4,0.632183908,0.833333333,0.6,0.133333333,0.404153355,0.3,0.5,0.18627451,0.337032295,0.379310345,0.333333333,0.047619048,0.058080808,0.15625,0,0.090909091,0.181818182,0.176470588,0,0.090938928,0.293258712,0.148,0.389897284,0.09118979,0.14352105,0.152139461,0.285960083,0.443567944,0.602269965,0.536946017,0.687755102,0.338535529,0.589695891,0.453532051,0.614851754,0.170269916,0.299444775,0.300958582,0.272762192,0.044445627,0.042212411,0.036101851,0.39406346,0.424967012,0.637173469,0.474894596,0.407392527,0.345249294,0.542286783,0.440071102,0.584160124,0.25123573,0.457975534,0.348762847,0.626644514
PbS,0.41,1,PbS,2,"[['Pb', 1], ['S', 1]]",0.292207792,0.598713074,0.885057471,0.277777778,0.357745182,0.635417206,0.864320109,0.563111299,0.116868798,0.31957499,0.317535545,0.316901408,0.13568521,0.43638171,0.383647799,0.532374101,0.205564142,0.336927501,0.487309645,0.221556886,0.4,0.689655172,0.833333333,0.6,0.244444444,0.698083067,0.8,0.5,0.343137255,0.677336748,0.862068966,0.416666667,0.285714286,0.522727273,0.9375,0,0.242424242,0.363636364,0.294117647,0.6,0.160589765,0.412591074,0.351028571,0.478120163,0.044462742,0.091470749,0.078182779,0.136269787,0.110242081,0.15448392,0.141319419,0.158514286,0.138835821,0.263758117,0.284703077,0.146624171,0.241850438,0.512253211,0.488605534,0.229095144,0.027093203,0.024393253,0.035747216,0.065506653,0.029115438,0.044983031,0.03957455,0.030333467,0.085159289,0.140543286,0.208633824,0.016133207,0.036197876,0.061294497,0.081290445,0.001307411
Ga0.99Sb0.99Hg0.01Te0.01,0.72,1,Ga0.99Sb0.99Hg0.01Te0.01,4,"[['Ga', '0.99'], ['Sb', '0.99'], ['Hg', '0.01'], ['Te', '0.01']]",0.668831169,0.49444282,0.862068966,0.555555556,0.686525296,0.526891853,0.835229091,0.72626095,0.471885336,0.388843482,0.398104265,0.570422535,0.515603799,0.466471173,0.339622642,0.654676259,0.485316847,0.287818341,0.401015228,0.371257485,0.7,0.517241379,0.833333333,0.2,0.733333333,0.70028754,0.8,0.7,0.774509804,0.640426803,0.793103448,0.541666667,0.761904762,0.526212121,0.9375,0.5,0.424242424,0.272727273,0.294117647,0.2,0.593021788,0.25962526,0.359428571,0.285774588,0.147797448,0.139234554,0.088748019,0.260151411,0.209190438,0.18992889,0.219764386,0.095628571,0.297737306,0.407531591,0.326319692,0.091872153,0.573410203,0.486472516,0.588307108,0.545534905,0.031670836,0.013340489,0.012057593,0.07778915,0.268414497,0.196058724,0.184074358,0.042788268,0.209071725,0.244689454,0.309294058,0.082046415,0.0661628,0.091600804,0.067335363,0.01994185
YPtSb,0.16,1,YPtSb,3,"[['Y', 1], ['Pt', 1], ['Sb', 1]]",0.519480519,0.692892659,0.83908046,0.703703704,0.552943103,0.708429784,0.810979241,0.809371004,0.426681367,0.581937066,0.592417062,0.64084507,0.42605156,0.612326044,0.660377358,0.755395683,0.317619784,0.326572876,0.340101523,0.374251497,0.6,0.632183908,0.833333333,0.4,0.533333333,0.845047923,0.7,0.9,0.607843137,0.795134443,0.793103448,0.75,0.571428571,0.696969697,0.90625,0.55,0.181818182,0.151515152,0.235294118,0,0.313236891,0.325617582,0.227619048,0.338117349,0.221902017,0.241935484,0.350237718,0.346180317,0.554074233,0.518865392,0.51495742,0.368934694,0.571948438,0.640324181,0.661433393,0.397890514,0.607902274,0.845220669,0.94574064,0.524228195,0.016766913,0.006861501,0.006879921,0.071647902,0.303066925,0.264383861,0.184074358,0.224588188,0.466781928,0.480259018,0.606399187,0.114830472,0.115289003,0.130113543,0.165020936,0.113280721
ZnSe,2.71,1,ZnSe,2,"[['Zn', 1], ['Se', 1]]",0.181818182,0.369991226,0.333333333,0.537037037,0.246453998,0.413507759,0.299927955,0.707488147,0.121278942,0.329382918,0.260663507,0.429577465,0.123473541,0.409542744,0.232704403,0.64028777,0.1561051,0.246559869,0.258883249,0.299401198,0.3,0.517241379,0.833333333,0.2,0.2,0.587859425,0.4,0.7,0.264705882,0.520273154,0.517241379,0.5,0.19047619,0.348484848,0.3125,0.5,0.181818182,0.272727273,0.294117647,0.2,0.193971067,0.480792294,0.295142857,0.746728577,0.039728283,0.083925642,0.049128368,0.191328286,0.133099635,0.186891532,0.165157645,0.2,0.10088335,0.201866684,0.132048246,0.197117275,0.209310392,0.444550398,0.29688913,0.524462335,0.020546122,0.019090616,0.013263352,0.264073695,0.067775709,0.095091453,0.06448831,0.104057855,0.064046172,0.108350876,0.135347892,0.044085929,0.124063747,0.210079315,0.278987438,0.003407536
OsSbS,1.2,1,OsSbS,3,"[['Os', 1], ['Sb', 1], ['S', 1]]",0.438311688,0.580774105,0.816091954,0.277777778,0.48061034,0.612277674,0.789634091,0.563111299,0.297684675,0.390682468,0.464454976,0.316901408,0.321573948,0.459244533,0.371069182,0.532374101,0.236476043,0.227733279,0.269035533,0.221556886,0.75,0.804597701,0.833333333,0.8,0.466666667,0.734824281,0.8,0.5,0.529411765,0.690425381,0.793103448,0.416666667,0.438095238,0.534343434,0.8125,0,0.333333333,0.303030303,0.294117647,0.2,0.402504481,0.447205781,0.351028571,0.644435064,0.097982709,0.110278841,0.096671949,0.136269787,0.499859639,0.467621486,0.762005774,0.158514286,0.496895906,0.558728988,0.965470931,0.146624171,0.582109028,0.809443721,0.998191355,0.229095144,0.038271145,0.018472694,0.035747216,0.068577277,0.31324068,0.273174812,0.29091606,0.030333467,0.349724136,0.361269088,0.784154393,0.016133207,0.114470233,0.129189251,0.202234488,0.001307411
