Compound,Number of Elements,Elements+Coeff,At no._sum,At no._wt_avg,At no._maximum,At no._minimum,At wt._sum,At wt._wt_avg,At wt._maximum,At wt._minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum,Eg (eV)
KTa3Te2O12,4,"[['K', 1], ['Ta', '3'], ['Te', '2'], ['O', '12']]",152,24.33333333,73,8,363.6456,57.17415556,180.9479,15.9994,614,92.5,243,48,577,98.94444444,203,66,4.39,1.224444444,1.4,0.64,14,2.888888889,6,1,33,6.166666667,12,4,62,9.777777778,24,4,43,6.055555556,23,0,15,5.055555556,6,1,3502.1,1138.077778,1313.9,418.8,420,38.83333333,289,6,4036.06,640.9344444,3258,54.36,7372.278,1132.985333,5786,90.188,21.031331,3.150331778,15.5,0.001331,2017,700.3888889,919,140,56.02,8.218888889,36,0.22,864.31,134.5455556,736,3.41,160.02658,15.40660889,100,0.02658,4.06
KI,2,"[['K', 1], ['I', 1]]",72,36,53,19,166.00277,83.001385,126.90447,39.0983,358,179,243,115,342,171,203,139,3.58,1.79,2.2,1.38,8,4,7,1,17,8.5,10,7,35,17.5,23,12,20,10,20,0,8,4,7,1,1288,644,869.2,418.8,324,162,289,35,1059.7,529.85,722.8,336.9,2320.7,1160.35,1282,1038.7,7.11,3.555,6.24,0.87,1186,593,757,429,10.13,5.065,7.83,2.3,97.8,48.9,76.9,20.9,100.449,50.2245,100,0.449,6.2
TlSe,2,"[['Tl', 1], ['Se', 1]]",115,57.5,81,34,283.3433,141.67165,204.3833,78.96,259,129.5,156,103,265,132.5,145,120,2,1,1.5,0.5,9,4.5,6,3,20,10,12,8,41,20.5,25,16,40,20,30,10,9,4.5,6,3,1530.2,765.1,940.9,589.3,72,36,46,26,1066.3,533.15,576.3,490,2718,1359,1760,958,16.28,8.14,11.8,4.48,450,225,321,129,9.67,4.835,5.4,4.27,188.48,94.24,162.48,26,46.52,23.26,46,0.52,0.56
Zn3Sb2,2,"[['Zn', '3'], ['Sb', '2']]",81,38.4,51,30,187.147,87.9368,121.757,65.39,275,138.4,142,133,261,128.8,139,122,1.5,0.748,0.76,0.74,7,3.2,5,2,18,8.8,10,8,33,15.6,21,12,30,14,20,10,7,3.2,5,2,1740.1,877.32,906.4,833.7,84,41.4,45,39,1596.69,777.236,903.89,692.8,3097,1475.6,1913,1184,13.784,6.9336,7.1,6.684,595,315.6,388,207,27.22,12.362,19.85,7.37,186,98.2,119,67,144,81.6,120,24,0.11
LuIn3S6,3,"[['Lu', 1], ['In', '3'], ['S', '6']]",136,31.4,71,16,321.851,71.1817,174.967,32.066,460,120.7,217,87,434,124.3,187,105,2.018,0.5468,0.848,0.37,12,4.8,6,3,28,7.8,12,6,53,14.1,24,10,41,8.1,21,0,11,4.7,6,2,2081.88,819.638,999.58,524,232.6,46.06,148,19.6,2743.14,554.45,1925,388.36,6663.824,1493.8944,3603,717.824,19.079,4.3424,9.842,1.957,1092,508.3,705,154,27,4.219,22,1.73,649.67,114.841,415,9.8,98.205,26.323,82,0.205,1.27
Hg8As4Bi3Cl13,4,"[['Hg', '8'], ['As', '4'], ['Bi', '3'], ['Cl', '13']]",213,44.35714286,83,17,519.94466,106.8654489,208.98037,35.4527,507,117.1428571,171,79,501,117.9285714,148,102,4.44,1.325,1.81,0.58,17,4.142857143,5,2,38,8.642857143,12,6,77,17,27,11,70,13.21428571,30,0,19,5.071428571,7,2,3908.4,1079.221429,1251.1,703.3,127.6,25.99285714,50,14.6,951.05,205.225,544.59,0,3605.91,615.8135714,1852,239.1,29.06789,5.738484643,13.545,0.00289,1067,321.5714286,478,122,44.18,7.293214286,27.72,2.35,261.87,43.43785714,160,10.22,66.3089,10.37556071,50,0.0089,2.43
AgN3,2,"[['Ag', 1], ['N', '3']]",54,17,47,7,121.87494,37.472105,107.8682,14.00674,221,83.25,165,56,216,89.5,145,71,1.39,0.4125,1.26,0.13,4,2.5,3,1,13,5.25,9,4,21,6.75,18,3,20,5,20,0,6,4,5,1,2133.3,1234.475,1402.3,731,59.4,18.55,52,7.4,1298.26,356.155,1235.08,63.18,2514.35,667.2625,2437,77.35,10.5011165,2.625837375,10.5,0.0011165,1275,838.75,1040,235,11.67,3.0975,11.31,0.36,256.98,65.64,254.19,2.79,430.02583,107.5193725,430,0.02583,3.9
PbI2,2,"[['Pb', 1], ['I', '2']]",135,62.66666667,82,53,334.10447,153.6696467,207.2,126.90447,269,128,154,115,285,141.3333333,146,139,3.39,1.863333333,2.2,1.19,11,6,7,4,22,10.66666667,12,10,49,24,26,23,50,23.33333333,30,20,11,6,7,4,1584.7,817.9666667,869.2,715.5,85,40,50,35,1323.45,682.0833333,722.8,600.65,3306,1529.333333,2024,1282,17.58,7.94,11.34,6.24,556,328.3333333,429,127,12.6,6.81,7.83,4.77,197.62,72.84,176.72,20.9,35.449,11.966,35,0.449,2.53
Na2Hg3Sn2S8,4,"[['Na', '2'], ['Hg', '3'], ['Sn', '2'], ['S', '8']]",157,32.66666667,80,11,374.355768,76.11316907,200.59,22.989768,593,125.2666667,190,87,542,123.0666667,166,105,3.1,0.629333333,1.02,0.37,13,4.266666667,6,1,33,7.6,12,5,60,13.6,24,6,50,8.666666667,30,0,13,4.266666667,6,1,3210.98,895.096,1007,495.8,267.6,45.78666667,162,19.6,1498.72,370.7926667,505.12,234.29,5398.184,1048.8748,2896,629.81,23.753,4.852866667,13.545,0.971,2291,596.7333333,1230,139,13.88,2.699333333,7.2,1.73,459.83,69.17733333,293.13,9.8,75.5541,10.70921333,67,0.0491,2.45
AgTlTe2,3,"[['Ag', 1], ['Tl', 1], ['Te', '2']]",180,58,81,47,439.8515,141.862875,204.3833,107.8682,444,141.75,165,123,428,141.5,145,138,3.73,1.175,1.5,0.97,10,4,6,1,31,10.25,12,9,65,21.75,25,18,70,22.5,30,20,10,4,6,1,2328.7,834.275,1008.4,589.3,135,43,52,37,2198.18,646.245,1235.08,386.8,4654.39,1277.945,2437,457.39,26.96,7.905,11.8,4.66,565,191.5,235,129,33.08,12.645,17.5,4.27,464.67,128.1675,254.19,48,479,120.5,430,3,0.1
Pb3BiV3O12,4,"[['Pb', '3'], ['Bi', 1], ['V', '3'], ['O', '12']]",196,26,83,8,483.12127,61.86303526,208.98037,15.9994,516,89.15789474,171,48,513,96.68421053,153,66,4.21,1.219473684,1.4,0.59,16,2.947368421,5,2,36,6.315789474,12,4,69,9.947368421,27,4,63,6.789473684,30,0,17,5,6,2,3382.7,1082.452632,1313.9,650,190,27.57894737,84,6,3389.6,503.6242105,2190,54.36,7648.188,1055.381895,3682,90.188,27.241331,3.270314316,11.34,0.001331,1657,684.1052632,919,122,38.68,5.065263158,22.8,0.22,793.13,110.0042105,453,3.41,74.02658,10.85889263,35,0.02658,2.5
K2Nd2Ti3O10,4,"[['K', '2'], ['Nd', '2'], ['Ti', '3'], ['O', '10']]",109,17.88235294,60,8,247.2177,39.43003529,144.24,15.9994,673,112.1176471,243,48,630,114.5882353,203,66,4.38,1.209705882,1.4,0.605,10,2.352941176,4,1,31,6,12,4,52,8.705882353,24,4,22,2.705882353,20,0,11,4.235294118,6,1,2920.7,1000.623529,1313.9,418.8,606,79.94117647,289,6,3626.26,566.4941176,1943,54.36,8074.888,1201.957647,3562,90.188,12.382331,1.722488824,7.004,0.001331,2386,743.7647059,919,190,28.32,4.535294118,18.7,0.22,794.25,120.0458824,425,3.41,139.02658,17.66269412,100,0.02658,3.25
Pb0.99Sn0.01Te,3,"[['Pb', '0.99'], ['Sn', '0.01'], ['Te', 1]]",184,66.84,82,50,453.51,166.95755,207.2,118.71,422,138.455,154,123,423,141.965,146,138,2.85,1.0775,1.19,0.69,14,5,6,4,32,10.99,12,10,68,23.97,26,20,70,24.95,30,20,14,5,6,4,2432.5,861.9155,1008.4,708.6,139,43.51,52,37,1492.57,493.24735,600.65,386.8,5377.39,1245.055,2896,457.39,23.28,7.9797,11.34,4.66,545,164.45,217,127,29.47,11.14715,17.5,4.77,517.85,112.94205,293.13,48,105,19.16,67,3,0.23
Zn3As2,2,"[['Zn', '3'], ['As', '2']]",63,31.2,33,30,140.31159,69.202636,74.92159,65.39,256,130.8,142,114,241,120.8,122,119,1.32,0.676,0.74,0.58,7,3.2,5,2,16,8,8,8,27,13.2,15,12,20,10,10,10,7,3.2,5,2,1853.4,922.64,947,906.4,68,35,39,29,692.8,415.68,692.8,0,2069,1064.4,1184,885,12.82,6.548,7.1,5.72,716,364,388,328,35.09,15.51,27.72,7.37,151.45,84.38,119,32.45,170,92,120,50,1.1
Na2Hg3S2.51Se1.49,4,"[['Na', '2'], ['Hg', '3'], ['S', '2.51'], ['Se', '1.49']]",141,39.20222222,80,11,334.605768,93.98728844,200.59,22.989768,551,140.5377778,190,87,523,130.0388889,166,105,2.91,0.752633333,1.02,0.37,15,3.555555556,6,1,31,8.108888889,12,5,56,14.77111111,24,6,40,11.65555556,30,0,15,3.555555556,6,1,3443.28,880.3874222,1007,495.8,241.6,57.104,162,19.6,1483.6,349.9615111,490,234.29,3460.184,825.2986933,1154.55,629.81,20.953,6.018252222,13.545,0.971,2395,569.4266667,1230,139,12.08,2.737588889,5.4,1.73,192.7,48.482,97.7,9.8,9.0741,2.920838889,8.3,0.0491,2.03
BaIr2Ge4S6,4,"[['Ba', 1], ['Ir', '2'], ['Ge', '4'], ['S', '6']]",181,33.38461538,77,16,434.223,77.27715385,192.22,32.066,645,125.7692308,253,87,581,123.6153846,215,105,2.875,0.533846154,1.35,0.37,18,5.076923077,6,2,38,8,12,6,72,14.46153846,24,10,57,8.769230769,27,0,14,4.461538462,6,2,3144.58,869.9061538,999.58,502.9,373.6,49.66153846,262,19.6,5326.66,1048.804615,2727,388.36,10627.024,2173.318769,4662,717.824,33.52,6.301846154,22.65,1.957,1362,460.0769231,705,131,67.56,15.20769231,31.83,1.73,1043.8,204.2153846,560,9.8,228.205,43.01769231,150,0.205,1.54
Ba3GeS5,3,"[['Ba', '3'], ['Ge', 1], ['S', '5']]",104,31.11111111,56,16,242.003,71.65788889,137.327,32.066,465,146.5555556,253,87,440,143.3333333,215,105,2.25,0.714444444,1.35,0.37,12,4.444444444,6,2,26,8.222222222,12,6,48,15.11111111,24,10,30,7.777777778,20,0,12,4.444444444,6,2,2264.58,807.6333333,999.58,502.9,322.6,102.7777778,262,19.6,2599.66,683.3,1213,388.36,5965.024,1453.413333,3125,717.824,10.87,2.875333333,5.323,1.957,1231,495.6666667,705,205,41.56,7.164444444,31.83,1.73,483.8,89.22222222,334,9.8,78.205,12.78055556,60,0.205,3
HgSe,2,"[['Hg', 1], ['Se', 1]]",114,57,80,34,279.55,139.775,200.59,78.96,274,137,171,103,252,126,132,120,1.52,0.76,1.02,0.5,8,4,6,2,20,10,12,8,40,20,24,16,40,20,30,10,8,4,6,2,1947.9,973.95,1007,940.9,60,30,34,26,724.29,362.145,490,234.29,1587.81,793.905,958,629.81,18.025,9.0125,13.545,4.48,460,230,321,139,7.75,3.875,5.4,2.35,85.2,42.6,59.2,26,8.82,4.41,8.3,0.52,0.32
EuSe,2,"[['Eu', 1], ['Se', 1]]",97,48.5,63,34,230.925,115.4625,151.965,78.96,334,167,231,103,318,159,198,120,1.447,0.7235,0.947,0.5,9,4.5,6,3,20,10,12,8,40,20,24,16,30,15,20,10,8,4,6,2,1487.9,743.95,940.9,547,213,106.5,187,26,1589,794.5,1099,490,2671,1335.5,1713,958,9.739,4.8695,5.259,4.48,503,251.5,321,182,14.7,7.35,9.3,5.4,201.88,100.94,175.88,26,14.52,7.26,14,0.52,3.1
Tl4GaIn3S8,4,"[['Tl', '4'], ['Ga', 1], ['In', '3'], ['S', '8']]",177,39.375,81,16,420.9903,93.0148875,204.3833,32.066,535,120.25,156,87,514,123,145,105,3.29,0.74875,1.5,0.37,15,4.5,6,3,36,8.375,12,6,67,15.625,25,10,60,11.875,30,0,15,4.5,6,3,2725.98,787.97125,999.58,558.3,184.6,36.8625,65,19.6,1697.37,437.771875,576.3,302.93,7073.824,1379.037,2343,717.824,26.94,5.6624375,11.8,1.957,1438,451.625,705,129,14.88,2.89625,5.61,1.73,653.15,103.683125,256,9.8,157.205,28.79,82,0.205,2.63
CaO,2,"[['Ca', 1], ['O', 1]]",28,14,20,8,56.0774,28.0387,40.078,15.9994,242,121,194,48,242,121,176,66,2.39,1.195,1.4,0.99,4,2,2,2,12,6,8,4,16,8,12,4,0,0,0,0,8,4,6,2,1903.7,951.85,1313.9,589.8,166,83,160,6,1177.36,588.68,1123,54.36,1847.338,923.669,1757.15,90.188,1.551331,0.7756655,1.55,0.001331,1550,775,919,631,8.76,4.38,8.54,0.22,157.26,78.63,153.85,3.41,200.02658,100.01329,200,0.02658,7.09
Li2B4O7,3,"[['Li', '2'], ['B', '4'], ['O', '7']]",16,6.307692308,8,3,33.7514,13.00936923,15.9994,6.941,302,78.30769231,167,48,279,81.38461538,128,66,2.39,0.941538462,1.4,0.23,6,2.153846154,3,1,11,3.846153846,4,3,5,2.461538462,4,0,0,0,0,0,10,4.307692308,6,1,2634.7,1033.853846,1313.9,520.2,190.4,34.73846154,164,6,2958.05,852.9153846,2450,54.36,5640.498,1507.248923,3931.15,90.188,2.995331,0.839793615,2.46,0.001331,5519,1361,3570,919,53.22,15.96461538,50,0.22,657.41,180.4515385,507,3.41,112.02658,21.39892769,85,0.02658,7.3
KI,2,"[['K', 1], ['I', 1]]",72,36,53,19,166.00277,83.001385,126.90447,39.0983,358,179,243,115,342,171,203,139,3.58,1.79,2.2,1.38,8,4,7,1,17,8.5,10,7,35,17.5,23,12,20,10,20,0,8,4,7,1,1288,644,869.2,418.8,324,162,289,35,1059.7,529.85,722.8,336.9,2320.7,1160.35,1282,1038.7,7.11,3.555,6.24,0.87,1186,593,757,429,10.13,5.065,7.83,2.3,97.8,48.9,76.9,20.9,100.449,50.2245,100,0.449,6.17
K3CdB5O10,4,"[['K', '3'], ['Cd', 1], ['B', '5'], ['O', '10']]",80,11.05263158,48,5,178.3197,23.35552105,112.411,10.811,539,95,243,48,498,96.73684211,203,66,3.98,1.066315789,1.4,0.23,8,2.105263158,3,1,25,4.789473684,10,4,35,5.210526316,18,1,20,1.052631579,20,0,12,4.210526316,6,1,3401,1014.005263,1313.9,418.8,361.4,56.57894737,289,6,3435.52,757.8189474,2450,54.36,6100.038,1300.722632,3931.15,90.188,11.873331,1.235016316,8.542,0.001331,2936,886.3684211,1030,230,58.63,13.95842105,50,0.22,687.39,152.6252632,507,3.41,223.02658,27.96135789,100,0.02658,3.47
KSbS2,3,"[['K', 1], ['Sb', 1], ['S', '2']]",86,25.5,51,16,192.9213,56.246825,121.757,32.066,463,137.5,243,87,447,138,203,105,2.51,0.72,1.38,0.37,12,4.5,6,1,23,7.25,10,6,43,13.25,21,10,20,5,20,0,12,4.5,6,1,2252.08,812.915,999.58,418.8,353.6,93.3,289,19.6,1629.15,504.3775,903.89,336.9,3669.524,1096.837,1913,717.824,9.511,2.867,6.684,0.87,1669,593.5,757,207,23.88,6.4025,19.85,1.73,153.7,40.875,76.9,9.8,124.205,31.1025,100,0.205,1.6
RbBr,2,"[['Rb', 1], ['Br', 1]]",72,36,37,35,165.3718,82.6859,85.4678,79.904,359,179.5,265,94,340,170,220,120,3.48,1.74,1.96,1.52,6,3,5,1,17,8.5,9,8,35,17.5,18,17,20,10,10,10,8,4,7,1,1542.9,771.45,1139.9,403,339.9,169.95,318,21.9,577.9,288.95,312,265.9,1298.91,649.455,967,331.91,4.6328,2.3164,3.1028,1.53,1311,655.5,947,364,7.99,3.995,5.8,2.19,85.99,42.995,71,14.99,58.12,29.06,58,0.12,7.2
Hg0.2Cd0.8Se,3,"[['Hg', '0.2'], ['Cd', '0.8'], ['Se', 1]]",162,44.2,80,34,391.961,104.5034,200.59,78.96,435,133,171,103,396,130.8,144,120,2.49,0.74,1.02,0.5,10,4,6,2,30,9.2,12,8,58,17.6,24,16,60,16,30,10,10,4,6,2,2815.6,918.23,1007,867.7,106,34.8,46,26,1318.55,506.133,594.26,234.29,2627.81,957.981,1040,629.81,26.567,7.0113,13.545,4.48,690,266.4,321,139,13.86,5.379,6.11,2.35,185.28,58.952,100.08,26,104.82,39.49,96,0.52,0.45
Pb0.85Sn0.15Se,3,"[['Pb', '0.85'], ['Sn', '0.15'], ['Se', 1]]",166,55.6,82,34,404.87,136.44325,207.2,78.96,402,127.825,154,103,405,132.475,146,120,2.38,0.8075,1.19,0.5,14,5,6,4,30,9.85,12,8,62,20.55,26,16,60,19.25,30,10,14,5,6,4,2365,827.6825,940.9,708.6,128,38.15,52,26,1595.77,538.16025,600.65,490,5878,1556.4,2896,958,23.1,7.6055,11.34,4.48,665,230.75,321,127,17.37,5.26725,7.2,4.77,495.85,110.09075,293.13,26,102.52,20.16,67,0.52,0.14
Bi2Te2SO10,4,"[['Bi', '2'], ['Te', '2'], ['S', 1], ['O', '10']]",159,24.4,83,8,384.64577,57.68138267,208.98037,15.9994,401,73.26666667,143,48,457,89.13333333,148,66,3.77,1.224666667,1.4,0.37,19,3.2,6,2,32,6,12,4,63,9.866666667,27,4,50,6.666666667,30,0,23,5.866666667,6,5,4025.18,1170.798667,1313.9,703.3,112.6,16.90666667,50,6,1374.11,186.316,544.59,54.36,3117.402,415.8989333,1852,90.188,16.418331,2.059354,9.8,0.001331,1947,702.7333333,919,122,30.34,4.047333333,17.5,0.22,221.21,30.66,160,3.41,11.23158,1.498053333,8,0.02658,3.6
Hg0.06Zn0.94Te,3,"[['Hg', '0.06'], ['Zn', '0.94'], ['Te', 1]]",162,42.5,80,30,393.58,100.551,200.59,65.39,436,133.37,171,123,392,130.3,138,122,2.73,0.8634,1.02,0.74,10,4,6,2,30,9.12,12,8,58,17.36,24,12,60,15.6,30,10,10,4,6,2,2921.8,960.418,1008.4,906.4,110,37.85,39,34,1313.89,526.0447,692.8,234.29,2271.2,804.0693,1184,457.39,25.305,6.07335,13.545,4.66,728,287.03,388,139,27.22,12.2844,17.5,2.35,226.2,81.706,119,48,131.3,58.149,120,3,2.12
ZnSe,2,"[['Zn', 1], ['Se', 1]]",64,32,34,30,144.35,72.175,78.96,65.39,245,122.5,142,103,242,121,122,120,1.24,0.62,0.74,0.5,8,4,6,2,16,8,8,8,28,14,16,12,20,10,10,10,8,4,6,2,1847.3,923.65,940.9,906.4,65,32.5,39,26,1182.8,591.4,692.8,490,2142,1071,1184,958,11.58,5.79,7.1,4.48,709,354.5,388,321,12.77,6.385,7.37,5.4,145,72.5,119,26,120.52,60.26,120,0.52,2.82
KSm2CuS4,4,"[['K', 1], ['Sm', '2'], ['Cu', 1], ['S', '4']]",126,29.5,62,16,285.0703,66.4535375,150.36,32.066,713,151.5,243,87,638,143.875,203,105,3.444,0.68975,1.38,0.37,12,4.125,6,1,32,7.75,12,6,58,14,24,10,30,6.25,20,0,10,3.75,6,1,2706.78,781.065,999.58,418.8,555.6,101.05,289,19.6,3428.26,742.33,1357.7,336.9,6687.524,1364.6245,2855,717.824,19.283,4.08625,8.92,0.87,2042,544.125,757,196,25.55,4.905,13.02,1.73,561.7,95.7625,300,9.8,513.205,65.8525,400,0.205,2.17
MgO,2,"[['Mg', 1], ['O', 1]]",20,10,12,8,40.3044,20.1522,24.305,15.9994,193,96.5,145,48,207,103.5,141,66,2.12,1.06,1.4,0.72,4,2,2,2,10,5,6,4,10,5,6,4,0,0,0,0,8,4,6,2,2051.6,1025.8,1313.9,737.7,77,38.5,71,6,977.36,488.68,923,54.36,1468.338,734.169,1378.15,90.188,1.739331,0.8696655,1.738,0.001331,1939,969.5,1020,919,9.18,4.59,8.96,0.22,131.41,65.705,128,3.41,160.02658,80.01329,160,0.02658,7.78
SnS0.25Se0.75,3,"[['Sn', 1], ['S', '0.25'], ['Se', '0.75']]",100,39.75,50,16,229.736,92.97325,118.71,32.066,335,122,145,87,364,127.625,139,105,1.56,0.57875,0.69,0.37,16,5,6,4,24,8.75,10,6,46,17.25,20,10,30,13.75,20,0,16,5,6,4,2649.08,832.085,999.58,708.6,97.6,38.2,52,19.6,1383.48,484.855,505.12,388.36,4571.824,1896.978,2896,717.824,13.717,5.564625,7.28,1.957,1243,317,705,217,14.33,5.84125,7.2,1.73,328.93,157.54,293.13,9.8,67.725,33.720625,67,0.205,0.94
Rb9Bi13S24,3,"[['Rb', '9'], ['Bi', '13'], ['S', '24']]",136,39.04347826,83,16,326.51417,92.51171761,208.98037,32.066,495,137.6521739,265,87,473,139.6521739,220,105,2.92,0.781521739,1.52,0.37,12,4.739130435,6,1,27,8.282608696,12,6,55,16.36956522,27,10,40,10.43478261,30,0,12,4.739130435,6,1,2105.88,799.1265217,999.58,403,387.6,86.57391304,318,19.6,1244.95,417.5719565,544.59,312,3536.824,1087.103826,1852,717.824,13.287,4.089956522,9.8,1.53,1191,473.5217391,705,122,14.81,4.408695652,10.89,1.73,240.8,64.22173913,160,9.8,66.205,13.71565217,58,0.205,1.3
La20Mo12O63Cl4,4,"[['La', '20'], ['Mo', '12'], ['O', '63'], ['Cl', '4']]",124,22.38383838,57,8,286.2976,51.30467677,138.9055,15.9994,512,96.16161616,195,48,529,106.6060606,207,66,4.921,1.257171717,1.81,0.65,16,2.808080808,6,2,31,6.303030303,12,4,57,10.02020202,24,4,36,6.060606061,21,0,16,4.626262626,7,1,3788,1078.392929,1313.9,538.1,316.6,57.25656566,210,6,4302.53,632.0137374,2883,54.36,8991.288,1419.45701,4919,90.188,16.378221,2.484600131,10.2,0.001331,1843,673.9494949,919,195,45.72,5.902424242,36,0.22,1013.63,156.1182828,600,3.41,152.03548,19.49202162,139,0.0089,2.4
Bi3TeBO9,4,"[['Bi', '3'], ['Te', 1], ['B', 1], ['O', '9']]",148,27,83,5,363.39077,64.95333643,208.98037,10.811,401,76.5,143,48,437,90.07142857,148,66,3.63,1.206428571,1.4,0.23,16,3,6,2,30,6.142857143,12,4,54,10,27,1,50,7.857142857,30,0,20,5.571428571,6,3,3826.2,1124.571429,1313.9,703.3,113.4,18.67142857,50,6,3435.75,354.2721429,2450,54.36,6330.728,768.3022857,3931.15,90.188,16.921331,2.609427071,9.8,0.001331,2272,704.8571429,1030,122,78.61,7.296428571,50,0.22,718.41,76.12071429,507,3.41,38.02658,3.87423,27,0.02658,2.6
AgInSe2,3,"[['Ag', 1], ['In', 1], ['Se', '2']]",130,41,49,34,301.6462,95.15155,114.818,78.96,424,131.75,165,103,407,131.75,145,120,2.56,0.765,1.26,0.5,10,4,6,1,27,8.75,10,8,53,17.25,19,16,50,15,20,10,10,4,6,1,2230.2,792.775,940.9,558.3,143,42.25,65,26,2154.86,661.215,1235.08,429.78,5738,1674,2437,958,22.26,6.685,10.5,4.48,789,277.5,321,233,19.98,6.345,11.31,3.27,505.06,132.765,254.19,26,512.52,128.26,430,0.52,1.18
Li2HgGeS4,4,"[['Li', '2'], ['Hg', 1], ['Ge', 1], ['S', '4']]",131,22.75,80,3,312.207,51.91825,200.59,6.941,550,122.25,171,87,485,116,132,105,2.68,0.56875,1.02,0.37,13,4,6,1,29,6.25,12,3,48,9.75,24,0,40,5,30,0,13,4,6,1,3288.88,850.9775,1007,520.2,258.6,60.175,164,19.6,2289.34,488.51375,1213,234.29,6091.794,1233.05325,3125,629.81,21.359,3.4705,13.545,0.534,4735,1302.5,3570,139,38.91,5.8875,31.83,1.73,550,90.8,334,9.8,153.505,29.89,85,0.205,2.46
In2Se3,2,"[['In', '2'], ['Se', '3']]",83,40,49,34,193.778,93.3032,114.818,78.96,259,124.2,156,103,262,128.8,142,120,1.3,0.62,0.8,0.5,9,4.8,6,3,18,8.8,10,8,35,17.2,19,16,30,14,20,10,9,4.8,6,3,1499.2,787.86,940.9,558.3,91,41.6,65,26,919.78,465.912,490,429.78,3301,1512,2343,958,11.76,5.6,7.28,4.48,554,285.8,321,233,8.67,4.548,5.4,3.27,250.87,105.548,224.87,26,82.52,33.112,82,0.52,1.2
PtSb2,2,"[['Pt', 1], ['Sb', '2']]",129,60,78,51,316.837,146.198,195.08,121.757,310,147.6666667,177,133,275,138,139,136,1.385,0.715,0.76,0.625,11,5.333333333,6,5,21,10.33333333,11,10,45,22,24,21,49,23,29,20,6,3.666666667,5,1,1703.7,845.8,870,833.7,89,44.66666667,45,44,2948.89,1284.26,2045,903.89,6010,2641,4097,1913,28.134,11.606,21.45,6.684,340,182.3333333,207,133,39.53,19.79333333,19.85,19.68,557,208,490,67,95,39.66666667,71,24,0.08
FeAsS,3,"[['Fe', 1], ['As', 1], ['S', 1]]",75,25,33,16,162.83459,54.27819667,74.92159,32.066,357,119,156,87,356,118.6666667,132,105,1.595,0.531666667,0.645,0.37,14,4.666666667,6,3,22,7.333333333,8,6,37,12.33333333,15,10,16,5.333333333,10,0,13,4.333333333,6,2,2705.88,901.96,999.58,759.3,105.6,35.2,57,19.6,2198.36,732.7866667,1810,0,4748.324,1582.774667,3145.5,717.824,15.537,5.179,7.86,1.957,1482,494,705,328,43.25,14.41666667,27.72,1.73,389.25,129.75,347,9.8,129.205,43.06833333,79,0.205,0.4
Bi2O2CO3,4,"[['Bi', '2'], ['O', '2'], ['C', 1], ['O', '3']]",105,26.5,83,6,252.99017,63.7460925,208.98037,12.011,306,74.125,143,48,356,87.75,148,66,3.83,1.1325,1.4,0,13,3,5,2,24,6,12,4,37,9.5,27,2,30,7.5,30,0,21,5.5,6,4,4417.5,1132.8125,1313.9,703.3,73,17.625,50,6,4573.31,660.1225,3920,54.36,7132.526,1156.88625,5100.15,90.188,12.052662,2.732081875,9.8,0.001331,2670,693.625,919,122,116.33,15.985,105,0.22,881.82,131.50625,715,3.41,148.05316,19.5166125,140,0.02658,3.42
Ge0.774Si0.226,2,"[['Ge', '0.774'], ['Si', '0.226']]",46,27.932,32,14,100.6955,62.547463,72.61,28.0855,236,121.836,125,111,231,117.966,120,111,0.93,0.50062,0.53,0.4,8,4,4,4,14,7.548,8,6,22,12.644,14,8,10,7.74,10,0,8,4,4,4,1548.5,767.5918,786.4,762.1,78,40.096,41,37,2898,1319.672,1685,1213,6078,3086.128,3125,2953,7.653,4.646582,5.323,2.33,1031,408.914,710,321,82.03,35.98162,50.2,31.83,693,339.65,359,334,210,80.34,150,60,1.5
